broad_id,BDB Target,DC Target,DRH Target,TTD Target,Merged Target
BRD-K92428232,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CILK1, CHEK2, COQ8B, BMP2K, EPHA3, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, TNK1, BMX, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, LTK, STK36, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, BRDT, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, MAP4K4, LIMK2, STK38L, PKN2, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, CLK1, JAK2, PIP4K2C, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ANKK1, PDPK1, C8orf44-SGK3, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, GRK4, NEK6, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2",,PLK1,,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CILK1, CHEK2, COQ8B, BMP2K, EPHA3, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, TNK1, BMX, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, LTK, STK36, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, BRDT, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, MAP4K4, LIMK2, STK38L, PKN2, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, CLK1, JAK2, PIP4K2C, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ANKK1, PDPK1, C8orf44-SGK3, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, GRK4, NEK6, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2"
BRD-K72293620,,,EZH2,,EZH2
BRD-K14991967,"SGK1, CAMKK2",,"SGK1, SGK2","SGK1, CAMKK2","SGK1, CAMKK2, SGK2"
BRD-K00003483,,,,,
BRD-K25325018,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, RPS6KB1, ERN1, TNK1, BMX, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, MAPK11, PAK5, FGFR1, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, RAF1, VRK2, ZAP70, MKNK2, BLK, MAP3K11, JAK2, CLK1, PIP4K2C, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, PDPK1, C8orf44-SGK3, ANKK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, NEK6, GRK4, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2",,"AKT1, AKT2, AKT3, PAK4, PAK6, PAK7, PRKCQ, PRKG1, PRKX","AKT1, PAK4, AKT2, PRKCD, PRKCE, ROCK1, GSK3B, RPS6KA1, AKT3, PRKG1, RPS6KA5, PRKCB, PRKCQ, DAPK3","BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, AKT2, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, PAK7, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PRKCB, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, RPS6KB1, ERN1, TNK1, BMX, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, MAPK11, PAK5, FGFR1, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, AKT1, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, RAF1, VRK2, ZAP70, MKNK2, BLK, MAP3K11, JAK2, CLK1, PIP4K2C, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, PAK6, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, PDPK1, C8orf44-SGK3, ANKK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, NEK6, GRK4, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2"
BRD-K29328421,AR,,NR3C1,,"NR3C1, AR"
BRD-K89015388,,,CENPE,,CENPE
BRD-K16664969,"FLT3, PDGFRB",,"CSF1R, FLT3, KIT, PDGFRB","AKT1, MAPK1, ERBB2, KDR, SRC, FLT3, ABL1, PDGFRB, MAPK3, CSF1R, EGFR, KIT","AKT1, ERBB2, MAPK1, KDR, SRC, FLT3, PDGFRB, ABL1, MAPK3, CSF1R, EGFR, KIT"
BRD-K14235254,CHRFAM7A,,CHRNA7,,"CHRFAM7A, CHRNA7"
BRD-K00739965,,,,,
BRD-K00003187,,,,,
BRD-K96282009,"CA2, CA1, CA4","CA2, CA1",CA2,"ABCB11, CA2, CA1","ABCB11, CA2, CA4, CA1"
BRD-A90515964,,,,,
BRD-K62736196,SLC22A1,"HTR2B, ADRA2C, HTR2C, ADRA1D, SLC22A1, ADRA2B, HTR1A, TAAR1, HTR2A, MAOA, ADRA2A, NISCH","ADRA2A, ADRA2B, ADRA2C","ABCB11, TAAR1, NISCH","HTR2B, ABCB11, ADRA2C, SLC22A1, HTR2C, ADRA1D, ADRA2B, HTR1A, TAAR1, HTR2A, MAOA, ADRA2A, NISCH"
BRD-A14262390,,,,,
BRD-K00005334,,,,,
BRD-K62676709,,"ADRA1B, ADRA2C, SLC6A2, ADRA1D, ADRA2B, ADRA1A, ADRA2A",SLC6A2,,"ADRA1B, ADRA2C, SLC6A2, ADRA1D, ADRA2B, ADRA1A, ADRA2A"
BRD-K32830106,"ABCC4, ABCC3","HTR2B, ADRA2C, HTR2C, ADRA1D, ADRA2B, HTR2A, ADRA2A, NISCH","ADRA2A, ADRA2B, ADRA2C",,"HTR2B, ADRA2C, HTR2C, ABCC3, ADRA1D, ADRA2B, HTR2A, ABCC4, ADRA2A, NISCH"
BRD-K76037122,"LDHB, SLC22A3","KCNQ2, KCNA4, KCNQ1, KCNG2, KCNH4, KCNC1, KCNV1, KCNF1, KCNV2, KCNS3, KCNG3, KCNC3, KCNA5, KCNH8, KCNH6, KCND1, KCNH3, KCNC4, KCNQ3, KCND3, KCNA10, KCND2, KCNA3, KCNB2, KCNH5, KCNS2, KCNS1, KCNQ5, KCNA6, KCNH7, KCNQ4, KCNA1, KCNA7, KCNG4, KCNA2, KCNC2, KCNG1, KCNH2, KCNB1, KCNH1","ALDH2, DLG4, GAMT, RNASE1",,"KCNQ2, KCNA4, KCNQ1, KCNG2, RNASE1, KCNC1, KCNH4, SLC22A3, KCNV1, KCNF1, KCNV2, KCNS3, KCNG3, KCNC3, KCNA5, KCNH8, KCNH6, KCND1, KCNH3, KCNC4, KCNQ3, KCND3, KCNA10, GAMT, KCND2, LDHB, KCNA3, KCNB2, ALDH2, KCNH5, KCNS2, KCNS1, KCNQ5, KCNA6, KCNH7, KCNQ4, KCNA1, KCNA7, KCNG4, KCNA2, KCNC2, KCNG1, KCNH2, DLG4, KCNB1, KCNH1"
BRD-K69191882,,,NOS2,,NOS2
BRD-K50781608,SLC36A1,,CKM,,"SLC36A1, CKM"
BRD-K67644125,AHCY,,PNP,,"PNP, AHCY"
BRD-K18745919,,,OXER1,,OXER1
BRD-K01980392,"CRHBP, SLC6A11, SLC6A13, SLC6A1, SLC6A12",,"SLC6A1, SLC6A11, SLC6A12, SLC6A13",,"CRHBP, SLC6A11, SLC6A13, SLC6A1, SLC6A12"
BRD-K82983861,,,PPARD,,PPARD
BRD-K23614267,,,FFAR1,,FFAR1
BRD-K00004238,PPARG,,PPARG,,PPARG
BRD-K24242599,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PRKCB, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, PRKCA, MARK3, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, MAPK11, PAK5, FGFR1, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, LTK, STK36, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, ULK2, PTK6, MAP3K12, CHUK, CDK13, MKNK1, RAF1, VRK2, ZAP70, MKNK2, BLK, MAP3K11, JAK2, CLK1, PIP4K2C, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, PRKCZ, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PIP5K1A, PRKD3, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, PDPK1, ANKK1, C8orf44-SGK3, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, GRK4, NEK6, HIPK1, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2",,CSF1R,"MAPK1, PRKCA, KDR, PDGFRB, GSK3B, PLK1, SYK, TEK, SRC, NTRK1, PRKCZ, CSF1R, EGFR, PRKCB, ERBB4, MAPK10, ITK, KIT, ERBB2, CDK4, JAK2, FLT3, BRAF, MAPKAPK2","BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PRKCB, PIM3, CHEK2, CILK1, COQ8B, EPHA3, BMP2K, TLK1, GAK, PRKCD, PRKCA, MARK3, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, BMX, TNK1, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, NTRK1, CDK8, MAPK11, PAK5, FGFR1, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, LTK, STK36, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, KIT, MET, MAPK13, EPHA6, MAP3K6, MYLK2, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, SRC, CDK17, CSF1R, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, ULK2, PTK6, MAP3K12, CHUK, CDK13, MKNK1, RAF1, VRK2, ZAP70, MKNK2, BLK, MAP3K11, JAK2, CLK1, PIP4K2C, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, ROCK1, EPHB2, PRKCZ, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PIP5K1A, PRKD3, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, PDPK1, ANKK1, C8orf44-SGK3, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, GRK4, NEK6, HIPK1, EPHB3, PRKG1, MAPK4, ERBB2, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2"
BRD-K37864785,ELANE,,ELANE,,ELANE
BRD-K33818169,NR1H3,,"NR1H2, NR1H3",,"NR1H3, NR1H2"
BRD-K10705233,"CNR2, CNR1",,CNR2,,"CNR2, CNR1"
BRD-K88186167,"VDR, NR1H4",,NR1H4,NR1H4,"VDR, NR1H4"
BRD-K13039700,,,NPY5R,,NPY5R
BRD-K41312087,"CDK2, RAF1",,NTRK1,"RAF1, NTRK1","CDK2, RAF1, NTRK1"
BRD-K14880289,PPARG,,"PPARA, PPARD",,"PPARA, PPARD, PPARG"
BRD-K39520573,,,"NTRK1, RAF1",,"RAF1, NTRK1"
BRD-K36485341,,,KCNN1,,KCNN1
BRD-K79930101,EGFR,,"EGFR, ERBB2",,"EGFR, ERBB2"
BRD-K50005760,,,PTGER4,,PTGER4
BRD-K20828910,,,PPARA,,PPARA
BRD-K96263742,"HTT, NR1H4, PPARG",,PPARA,"PPARA, PPARD, NR1H4, PPARG, USP1","PPARA, HTT, PPARD, NR1H4, PPARG, USP1"
BRD-K78086729,TGFB1,,"LCK, MAPK14, TGFBR1","TGFBR1, ACVR1B, MAPK14","MAPK14, LCK, TGFBR1, TGFB1, ACVR1B"
BRD-K65576800,"CYP2C19, CYP2C9, HRH3, KCNH2, MCHR1, CYP3A4",,"KCNH2, MCHR1","CYP2D6, CYP2B6, HRH3, CYP2C9, KCNH2, MCHR1, CYP3A4","CYP2D6, CYP2C19, CYP2B6, CYP2C9, HRH3, KCNH2, MCHR1, CYP3A4"
BRD-K26823213,"CYP2C19, CNR2, CYP2C9, CNR1, CYP3A4",,CNR2,"CYP2D6, CNR2, CYP2C9, CNR1, CYP3A4","CYP2D6, CYP2C19, CNR2, CYP2C9, CNR1, CYP3A4"
BRD-K90382497,"PLK1, PLK4, PLK3, PLK2",,"PLK1, PLK3",,"PLK1, PLK2, PLK4, PLK3"
