broad_id,Target
BRD-K69195780,"ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1F"
BRD-A73871920,
BRD-K22064724,STAT3
BRD-K00004563,
BRD-K77641333,"ADRA1A, ADRA2A"
BRD-K13664493,
BRD-K91234829,
BRD-K59197931,"PTGS1, PTGS2"
BRD-K64114733,
BRD-A25608658,
BRD-K61337602,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F"
BRD-K08832567,"CYP19A1, CYP1B1, ESR2, GLO1, HSD17B1"
BRD-K87122641,"HCAR2, PTGR1"
BRD-K02953697,SLCO1A2
BRD-K72522627,
BRD-K38287497,
BRD-K00004235,HTR1B
BRD-K17295893,CCKBR
BRD-K90563805,
BRD-K44353683,"ABCC8, KCNJ10, KCNJ11, PPARG"
BRD-A84202322,SCN9A
BRD-K82850175,"CXCR1, CXCR2"
BRD-K82746043,"BCL2, BCL2L1, BCL2L2"
BRD-K00004670,
BRD-K00004647,
BRD-K61177364,CRHR1
BRD-A86523169,CXCR3
BRD-K15241725,
BRD-K11796549,"GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B"
BRD-K01826782,"GABBR1, GABBR2, SLC52A2"
BRD-K00004749,
BRD-K00004664,
BRD-K17539220,C5AR1
BRD-K11443721,SIGMAR1
BRD-K00003617,ADRB1
BRD-A51355958,CHRM1
BRD-K14395568,"ADORA1, ADORA2A, ADORA2B, ADORA3"
BRD-K01825019,RIPK1
BRD-K68851986,RIPK2
BRD-K73469236,
BRD-K64716392,"CYSLTR1, CYSLTR2, FPR1, HSP90AA1, PTGDR"
BRD-K90789829,"ADRA1A, ADRA1B, ADRA2A, CYP3A4, HTR1A, HTR2A, HTR2C, SLC6A2, SLC6A3, SLC6A4"
BRD-K65678996,CHRM1
BRD-K01826512,
BRD-K84466663,POLA1
BRD-K74117820,"CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A7"
BRD-K00003315,
BRD-K00003466,
BRD-K00004662,
BRD-K00003285,
BRD-K47289124,"DRD2, DRD3, DRD4"
BRD-K00003505,
BRD-K51911221,"TOP1, TOP2A"
BRD-A53539450,
BRD-K00003712,
BRD-K61032563,
BRD-K71013094,CXCR4
BRD-K18922609,ACHE
BRD-K04112579,"PTGS1, PTGS2"
BRD-K09126848,DBH
BRD-K85606544,"EGFR, ERBB2, KDR"
BRD-K43647122,
BRD-K60212747,FDPS
BRD-K79989959,
BRD-K00003604,
BRD-K97428065,TACR1
BRD-K22631935,
BRD-K28567778,"BMP2, LIF"
BRD-K00003470,
BRD-K15502390,"CYP1A2, CYP2A6, CYP2B6, CYP2C9, CYP2D6, CYP3A4, CYP3A5"
BRD-K70402238,"HDAC1, HDAC6"
BRD-K83354763,RELA
BRD-K89223384,"NOS1, NOS2, NOS3"
BRD-K05181084,DRD3
BRD-K28639661,DRD4
BRD-K81779590,CRHR1
BRD-K00003490,
BRD-K05653025,LDHA
BRD-K31086665,
BRD-K03042257,"BRD1, BRPF1, BRPF3"
BRD-K60237333,"DGAT2, HCAR1, HCAR2, HCAR3, NNMT, QPRT"
BRD-K12102668,"COMT, MAOA, MAOB"
BRD-A85876464,
BRD-K00003382,
BRD-A86871940,
BRD-A26711594,ADORA3
BRD-K76810206,ADRA1A
BRD-K11256763,
BRD-K35960502,STAT3
BRD-K00003262,
BRD-K97752965,KCNJ11
BRD-K28912512,"BST1, LDHA, PARP1, SIRT5"
BRD-K05395900,"CHAT, CHRNA10, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNA9, CHRNB2, CHRNB3, CHRNB4, CYP19A1, TBXAS1, TRPA1"
BRD-K76600340,
BRD-K17617556,CNR1
BRD-K96354014,"CACNA1C, CACNA1D, CACNA1F, CACNA1H, CACNA1S, CACNA2D1, CACNB2, CALM1, GLRA1, GLRA3, GLRB, KCNA1, KCNA5, NR1I2, TRPM3"
BRD-K32311154,
BRD-A21280314,"ADRB1, ADRB2"
BRD-K47407372,
BRD-K98763141,"ANO1, CLCN1, CLCNKA, CLCNKB, KCNQ1, PLA2G1B, PLA2G4A, PTGS1, PTGS2, UGT1A9"
BRD-K68188368,
BRD-K85757157,
BRD-A84020532,
BRD-K01825503,
BRD-K59333713,ADRA1A
BRD-K91544578,
BRD-K81528515,"ABL1, KIT"
BRD-K23566484,AR
BRD-A84687895,"CACNA1C, CACNA1D"
BRD-K76775527,"LTF, PLA2G2E, PTGS1, PTGS2"
BRD-A58048407,"CFTR, NR3C2"
BRD-K79145628,
BRD-K13240081,
BRD-K00003331,
BRD-K00003476,
BRD-K49075727,"FGFR1, FGFR2, FGFR3, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB"
BRD-K54955827,PARP1
BRD-K53123955,
BRD-A41063939,
BRD-A84465106,"CACNA1C, CACNA1D, CACNA1F, CACNA1S"
BRD-K01825513,"SLC6A2, SLC6A3, SLC6A4"
BRD-K56707426,
BRD-K96471533,
BRD-K75551531,COMT
BRD-K47887731,
BRD-K39467894,
BRD-K01109406,
BRD-A02006392,"CACNA1D, CACNA2D1, KCNN4"
BRD-K28453807,CHRM1
BRD-K00004737,
BRD-K76927775,
BRD-K79092138,
BRD-K76381435,
BRD-K08927448,
BRD-K97534525,METAP2
BRD-K73589491,HRH2
BRD-K84011460,
BRD-K47441935,NFE2L2
BRD-K74796838,
BRD-A75015151,ADCY5
BRD-A62133859,IDO1
BRD-K62414032,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D"
BRD-K58770988,
BRD-K54170555,
BRD-K83699324,"FLT3, PLK1, PLK2, PLK3"
BRD-K26253904,VCP
BRD-K79424231,
BRD-K00004640,GBA
BRD-K85015012,SLC6A12
BRD-K78122587,"CATSPER1, CATSPER2, CATSPER3, CATSPER4"
BRD-K72904818,OPRL1
BRD-K42221274,"SIGMAR1, SLC6A1"
BRD-K08807999,PTGS2
BRD-K06753942,MAP2K1
BRD-K12539581,HPGDS
BRD-K36636143,TYMS
BRD-K27351809,PGR
BRD-A29644307,"DRD2, SLC6A2, SLC6A3"
BRD-K05907307,TRPV1
BRD-K88625236,
BRD-K36381762,"OPRD1, OPRK1, OPRM1"
BRD-K63165456,
BRD-K42504537,PGR
BRD-K87349682,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, SLC18A1, SLC18A2"
BRD-K92073408,PGR
BRD-K96037667,PGR
BRD-K07625016,
BRD-A00758722,PGR
BRD-K11196887,TOP2A
BRD-A79769222,HTR2B
BRD-K38041788,"ESR1, PGR"
BRD-A14886633,"AR, ESR1, PGR, SRD5A1"
BRD-K00003718,
BRD-K91263825,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4"
BRD-K00003706,
BRD-K89237706,SIGMAR1
BRD-K11411329,GSR
BRD-K85307935,
BRD-K58277159,
BRD-K65275554,PPARG
BRD-K89272762,"ANO1, CLCN2, CLCN7, TRPA1"
BRD-K75506300,CASR
BRD-K00004686,
BRD-K95600043,NPY5R
BRD-K61918008,CASP3
BRD-K21865955,"JAK1, JAK2, JAK3, TYK2"
BRD-K94342292,KCNMA1
BRD-K00004548,
BRD-K73738482,"KCNH2, KCNH6, KCNMA1"
BRD-K03808106,KCNMA1
BRD-K00004295,"KCNN1, KCNN2, KCNN3, KCNN4"
BRD-K24434292,KCNH2
BRD-K00004309,"CHRNA3, CHRNB4"
BRD-K93314017,KCND3
BRD-K22667752,KCNMA1
BRD-K34624869,"KCNN1, KCNN2, KCNN3"
BRD-K40176866,CHRNA4
BRD-K01826800,
BRD-K99170882,
BRD-K13169950,HDAC1
BRD-A67975844,MMP1
BRD-K64874225,PYGM
BRD-K73799155,CCR1
BRD-K62949423,"CDK2, CDK4"
BRD-K81197548,"SENP2, USP1, USP2, USP7"
BRD-K61120504,"KDM4A, KDM4B"
BRD-K03109492,"CDC25A, CDC25B, CDC25C"
BRD-K20605374,UBE2N
BRD-K68143200,"CDC25A, CDC25B"
BRD-K49811169,"CHRNA4, CHRNB2"
BRD-K74371986,
BRD-K00004733,
BRD-A40413915,NPY5R
BRD-K07788774,NTSR2
BRD-K54708045,PPARG
BRD-K54098378,IGF1R
BRD-K48692744,PARP1
BRD-K20976221,"CCNA2, CDK2"
BRD-K03294269,"CCNA2, CDK2"
BRD-K09537769,PRKDC
BRD-K00337317,PRKDC
BRD-A96466199,
BRD-K00002882,"MDM2, TP53"
BRD-K00004743,
BRD-K15179513,IGF1R
BRD-K24696047,"IGF1R, INSR"
BRD-K41859756,"HSP90AA1, HSP90AB1"
BRD-K12184916,"ATR, MTOR, PIK3CA, PIK3CD, PIK3CG"
BRD-K42728290,"FGFR1, FGFR2, FGFR3, FGFR4, KDR"
BRD-K79259477,EPHB4
BRD-K02017404,JAK2
BRD-K77943374,MET
BRD-K77396579,DPP4
BRD-K67915505,"HSP90AA1, HSP90AB1"
BRD-K21025364,PTK2
BRD-K50140147,"ALK, INSR"
BRD-K87454346,TNKS2
BRD-K01573278,CERK
BRD-K28132190,PAK1
BRD-K46133855,
BRD-K21656326,
BRD-K41143549,
BRD-K60150510,"ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1"
BRD-K81807412,
BRD-K82522873,ADH5
BRD-K63247785,PTGS1
BRD-K36998189,
BRD-K18316707,
BRD-K46384212,
BRD-K00003113,
BRD-K10878147,
BRD-K18305454,POU5F1
BRD-K15600710,BCL2
BRD-A75838038,NR1H4
BRD-K33588785,ACHE
BRD-K00003399,
BRD-K92524032,STAT3
BRD-K92581468,"GABRA1, GABRA2, GABRA3, GABRA5"
BRD-K22097830,
BRD-K20501889,
BRD-K73201113,
BRD-K04568635,
BRD-K00003688,
BRD-K00003664,
BRD-K00003605,
BRD-A37873789,
BRD-A14240607,"F10, TAAR1"
BRD-A64173453,"SSTR2, SSTR3, SSTR5"
BRD-K36463073,PTGDR2
BRD-K22822991,CTSK
BRD-K26015241,"GUCY1A2, GUCY1A3, GUCY1B3"
BRD-K92658264,BRD1
BRD-K01826479,
BRD-K26349472,KDM1A
BRD-K00005341,
BRD-K92303087,
BRD-K00003164,
BRD-K94083718,WDR5
BRD-K18895904,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR3A, HTR5A, HTR6, HTR7"
BRD-K02113016,"PARP1, PARP2"
BRD-K95523387,GPR119
BRD-K06644925,"HTR7, PLA2G2A"
BRD-K98006098,
BRD-K90647725,GPBAR1
BRD-K66956375,"CNR1, GPR119, GPR55, PPARA"
BRD-K18210059,
BRD-A00842753,GPER1
BRD-K00003580,ATP5A1
BRD-K83144676,AGTR1
BRD-K78485176,AGTR1
BRD-K60421517,"BTK, EGFR"
BRD-K00003151,
BRD-K82731415,"CDK1, CDK2, CDK5, MAPK1"
BRD-K67637637,"HRH1, S100A1, S100A12, S100A13, S100A2, S100B"
BRD-K20745393,PDE3A
BRD-K57853941,"IFNG, TPMT"
BRD-K86972824,ANG
BRD-K00004611,
BRD-K31560319,"CNR1, GPR119, TRPV1"
BRD-K00003569,
BRD-K00003265,"ACE, MME"
BRD-K14171291,DPP4
BRD-K11072003,
BRD-K00003267,
BRD-K48830578,GPR119
BRD-K36680103,MYBPC3
BRD-K53156781,
BRD-K31139048,
BRD-A55962179,"ATP4A, CLCN2"
BRD-A56892734,"ATP4A, ATP4B"
BRD-K69035426,
BRD-K00003212,
BRD-K55790047,
BRD-K43449605,
BRD-K58529924,TNFSF10
BRD-K01826546,"HTR3A, HTR3B"
BRD-A80567330,PTGER4
BRD-K00003197,BTK
BRD-K58894520,MMP8
BRD-K76725781,PTGER1
BRD-K00003557,
BRD-K88554883,"CDK4, NUAK1, PDGFRB"
BRD-K00004708,
BRD-K19426040,"AVPR1A, AVPR2, OXTR"
BRD-K66192203,COMT
BRD-K43786866,
BRD-K91438851,
BRD-K18602506,COMT
BRD-K55966568,"AURKA, AURKB, EGFR, FGFR1, FGFR2, KDR, PDGFRA, PDGFRB"
BRD-K63001556,
BRD-K67068943,ACE2
BRD-K07409305,"HTR2A, HTR2B, HTR2C"
BRD-K32853922,"GLRB, SLC6A5"
BRD-K40002998,
BRD-K57597776,CNR1
BRD-K41434598,ADRA2A
BRD-K00003710,BCL2
BRD-K00003704,
BRD-K63343048,"CNR1, DAGLA, DAGLB, FASN, LIPF, PNLIP"
BRD-K00004639,
BRD-A42759514,
BRD-K00003333,
BRD-K01825132,GPRC6A
BRD-K32572029,DHODH
BRD-K05717154,"OPRL1, OPRM1"
BRD-A53576514,
BRD-K00674894,CYP17A1
BRD-K59711701,KDM1A
BRD-K93767137,
BRD-K76011241,"CES1, NEU1, NEU2"
BRD-K60371362,HTR1A
BRD-K87124298,MTOR
BRD-K73309154,EGFR
BRD-K25340465,"FLT1, KDR, KIT"
BRD-K00003210,
BRD-K42805893,EGFR
BRD-K44184170,"ESR1, ESR2"
BRD-K29735307,AR
BRD-K78294846,
BRD-K42009284,"AVPR1A, OXTR"
BRD-K80082640,F10
BRD-A00520476,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
BRD-K85337334,CACNA1C
BRD-K53417444,MELK
BRD-K38018935,
BRD-K43471985,"BRD2, BRD3, BRD4"
BRD-K33277808,ATP1A1
BRD-K98736329,"ROCK1, ROCK2"
BRD-K65230684,
BRD-K96786677,
BRD-K36982194,
BRD-K78960041,
BRD-K61279411,
BRD-K66019333,
BRD-K25394294,"PTGS1, PTGS2"
BRD-K22556255,HRH1
BRD-K04196797,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
BRD-K17977438,
BRD-K56940463,
BRD-A73891132,BRD4
BRD-A33447119,
BRD-K30373577,"CPT1A, CPT1B"
BRD-K52075715,"TUBB, TUBB4B"
BRD-K56104152,
BRD-K41809988,
BRD-K20417253,
BRD-K78096648,
BRD-K50677762,
BRD-K42596464,
BRD-K73394555,
BRD-K31468676,
BRD-K01942991,"CHRM1, CHRM2, CHRM3, CHRM4"
BRD-K21936341,"CHRM1, CHRM2, CHRM3, CHRM4"
BRD-A43671941,ADRB1
BRD-K59037100,LIPE
BRD-K04185004,SCN10A
BRD-K01825580,"CHRM1, CHRM2, CHRM3"
BRD-K07283971,
BRD-K73027814,
BRD-K00003713,
BRD-K16195444,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1B, HTR1D, HTR2C"
BRD-A33749298,
BRD-A58193911,
BRD-A14208071,"CHRM1, CHRM3"
BRD-K31841515,XDH
BRD-K66808046,METAP2
BRD-K01826559,
BRD-K25243230,"AVPR1A, AVPR1B, AVPR2, OXTR"
BRD-K53061490,TBXAS1
BRD-K46625559,S1PR1
BRD-K00003184,
BRD-A72297358,
BRD-K53849769,POU5F1
BRD-K92041145,MGMT
BRD-K42336459,
BRD-K11428250,RXRA
BRD-K92991072,CASP3
BRD-K62008436,"BCL2, MAP2, MAP4, MAPT, NR1I2, TLR4, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8"
BRD-K05677083,PLA2G4A
BRD-K19034817,"FLT3, JAK1, JAK2, JAK3"
BRD-K00003493,
BRD-K83631119,
BRD-K94239562,
BRD-K68805147,
BRD-K00003428,
BRD-K51313569,"CDK4, CDK6"
BRD-K12047401,
BRD-A99888680,"DRD2, HTR2A"
BRD-K58466253,CYP3A4
BRD-K91356052,
BRD-K01826784,
BRD-K68095457,"CNR2, GPR119, GPR55"
BRD-A50998626,MTOR
BRD-K08924299,HTR3A
BRD-K07682953,UTS2R
BRD-K83794243,RARG
BRD-M67659203,
BRD-K58513245,FDPS
BRD-K00003461,
BRD-K50817623,"CHRM2, CHRM3, CHRNA1, CHRNA2"
BRD-K00004671,
BRD-K02130563,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9"
BRD-K68764924,
BRD-K00003243,ATP4A
BRD-K29392254,
BRD-K18573821,DRD2
BRD-K15567136,"PDE10A, PDE4B, PDE5A"
BRD-K00003371,
BRD-K62412084,"CA12, CA2, CA6, CA9"
BRD-K41524689,"FAAH, PTGS1, PTGS2, TRPV1"
BRD-K40992116,
BRD-A22128695,CACNA1G
BRD-K24084088,
BRD-K02407574,TUBB
BRD-K00004740,
BRD-K11851476,"DRD2, DRD3, DRD4, HTR1A, HTR7"
BRD-K13800121,LTF
BRD-K54799382,
BRD-K83597974,"MAOA, MAOB"
BRD-K60585088,VDR
BRD-K89920762,
BRD-K36524108,
BRD-K37991163,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR2A, SLC6A2, SLC6A4"
BRD-K07441213,
BRD-K00004594,
BRD-K98548675,
BRD-K34851558,HDAC1
BRD-K28120222,"IKBKB, RELA"
BRD-K59715032,"SSTR1, SSTR2, SSTR3, SSTR5"
BRD-K00003481,
BRD-K00003170,
BRD-K74514084,"CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3"
BRD-K66412701,
BRD-K00003391,
BRD-K00004615,
BRD-A29289453,PTAFR
BRD-K12867552,"HDAC1, HDAC2, HDAC3, HDAC6"
BRD-K00003213,
BRD-K71223042,BTK
BRD-K88742110,"HDAC1, HDAC10, HDAC6, HDAC8"
BRD-K52721684,KCNJ8
BRD-K49865102,MAP2K1
BRD-A89337244,CHRM4
BRD-K34657753,KCNH2
BRD-K34713073,AGTR2
BRD-K62456038,"DRD2, DRD3"
BRD-K26603252,"EGFR, KDR"
BRD-K13826399,"EDNRA, EDNRB"
BRD-K48735772,EGFR
BRD-K12079898,NPY1R
BRD-K97152684,FGFR1
BRD-K93217218,"EGFR, FGFR1, PDGFRB, PKMYT1, SRC, WEE1"
BRD-K60984070,"MMP13, MMP2, MMP3"
BRD-K47761761,DRD2
BRD-K17702546,"EGFR, ERBB2, SRC"
BRD-A82013137,"DRD2, DRD4"
BRD-K97764662,"FGFR1, FGFR2, FGFR3, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB"
BRD-K04426574,CACNA1B
BRD-K05104363,"MAP2K1, MAP3K1, MAP3K2"
BRD-K88677950,"MAP2K1, MAP2K2"
BRD-A57798112,
BRD-K82823804,WEE1
BRD-K77951111,ADORA1
BRD-K62810658,"AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1"
BRD-K00021095,
BRD-K38145871,PDE10A
BRD-K26358347,FAAH
BRD-K04032780,CD274
BRD-A14577621,"JAK1, JAK2, JAK3"
BRD-K55034111,TOP2A
BRD-K96436774,HTR2A
BRD-K08799216,EGFR
BRD-K00004687,
BRD-K00003251,
BRD-K32842773,"ATIC, DHFR, GART, TYMS"
BRD-K31731454,HRH1
BRD-K71075093,
BRD-K55705469,"ADRB1, ADRB2, HTR1A, HTR1B"
BRD-K47780086,
BRD-K15409150,CACNA1G
BRD-K17518951,
BRD-K01825697,
BRD-K43966364,
BRD-K48996094,
BRD-K78789465,CCKBR
BRD-K13183738,TRDMT1
BRD-K40621224,
BRD-K44942604,"CHRNA10, CHRNA3, CHRNA4, CHRNB4"
BRD-K91543828,ADA
BRD-K57569181,"ADORA1, ADORA2A, ADORA2B, ADRA2B, NT5E, PDE10A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, TNF"
BRD-K57718010,
BRD-K00003426,
BRD-K13571841,"CTSB, CTSD, CTSL, REN"
BRD-K00519864,
BRD-K00004530,
BRD-K99431849,RXRA
BRD-K16758059,
BRD-K92988025,
BRD-K55401595,
BRD-K00004546,
BRD-K60770992,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C"
BRD-A19633847,CPT1A
BRD-A89082344,AKT1
BRD-A13323580,FNTA
BRD-K92731339,ACE
BRD-K00768353,ACE
BRD-A25366096,
BRD-K85503079,"DRD2, DRD3, DRD4"
BRD-K10995081,"CALM1, DRD1, DRD2, HRH1, HTR2A, HTR2C, HTR6, HTR7"
BRD-A72716251,
BRD-K04643877,"GRIN1, GRIN2A, GRIN2B"
BRD-A93477898,CASP3
BRD-K67844266,"NAE1, UBA3"
BRD-K54519451,"CSF1R, FLT3, KIT"
BRD-K53405000,"MAPK14, TEK"
BRD-K00004632,
BRD-K31519811,PDE10A
BRD-K07070922,PDE5A
BRD-K61691541,
BRD-K37764012,PAK4
BRD-K68747584,"AURKA, AURKB"
BRD-K51041191,
BRD-K94420399,
BRD-K73319509,MET
BRD-K54871792,PTGER2
BRD-K50031829,PDE9A
BRD-K86816506,FAAH
BRD-K30550578,DGAT1
BRD-K07310275,"MTOR, PIK3CA"
BRD-K92435527,SCN10A
BRD-K27755542,GCK
BRD-K00004635,
BRD-K00003145,
BRD-K00002423,
BRD-K00003097,
BRD-K02554563,GHSR
BRD-K07955840,"MTOR, PIK3CA"
BRD-K00004644,
BRD-K00004638,
BRD-K00003279,
BRD-K00004712,
BRD-K00003731,
BRD-K00004652,
BRD-K83114366,LRRK2
BRD-K00003311,
BRD-A23124853,"ALK, FES, ROS1"
BRD-K00003296,
BRD-K47084954,
BRD-K00004648,
BRD-K00004598,
BRD-K00003400,
BRD-K00004750,
BRD-K00005326,
BRD-K31417912,"AVPR1A, OXTR"
BRD-K68997413,FAAH
BRD-K00004633,
BRD-K11821338,MBTPS1
BRD-K93788137,"PTK2, PTK2B"
BRD-K14711741,RPS6KB1
BRD-K03063480,"CHEK1, CHEK2"
BRD-K43428468,"CSNK1D, CSNK1E"
BRD-K78318619,CYP3A4
BRD-K00004642,
BRD-K40302533,SMO
BRD-K99545815,"PTK2, PTK2B"
BRD-K79239947,"CDK1, CDK2, CDK7, GSK3B, IKBKB"
BRD-K96295391,"CSNK1D, CSNK1E"
BRD-K83213911,FAAH
BRD-K50865540,ENPP2
BRD-K18289362,HSD11B1
BRD-K13094524,BRD4
BRD-K61524559,"PBRM1, SMARCA4"
BRD-K13106865,BRPF1
BRD-K95573441,PFKFB3
BRD-K28010364,PFKFB3
BRD-K00004212,
BRD-A53813595,"MAPK10, MAPK8, MAPK9"
BRD-K95880107,"MAPK11, MAPK14"
BRD-K00004641,
BRD-K48053228,CHRNA7
BRD-K95435023,MET
BRD-K09443272,"AURKA, AURKB, AURKC"
BRD-K50000283,"CDK1, RPS6KB1"
BRD-K64800655,"CDK1, CDK2, CDK4, CDK5, CDK7, CDK9"
BRD-K60997853,"CDK2, CDK4, CDK7, NTRK1"
BRD-K00004222,"GRM1, GRM4"
BRD-K81092066,
BRD-K40905133,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
BRD-K38323065,PTGS1
BRD-K46937689,"PTGS1, PTGS2"
BRD-K76304753,SCN1A
BRD-K87024524,"ABAT, AOC3, GAD2, GPT, GPT2, MAOA, MAOB, SLC6A2, SLC6A3, SLC6A4"
BRD-A66025870,
BRD-K56700933,CYP2E1
BRD-K11399644,"KCNJ8, PRKAA1"
BRD-A33178345,HRH1
BRD-K70592963,VKORC1
BRD-A23072235,HRH1
BRD-K76549667,"CA1, CA12, CA14, CA2, CA4, CA9"
BRD-K19227686,UGT1A9
BRD-K79892937,
BRD-K59597909,
BRD-A22106989,
BRD-A67799922,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C"
BRD-K22009844,
BRD-A49838158,VKORC1
BRD-K46580984,"ACHE, BCHE"
BRD-A18043272,
BRD-K90333595,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C"
BRD-K73157543,
BRD-K44091963,
BRD-K70592483,
BRD-K02729857,
BRD-K10843433,"PTGIS, PTGS1, PTGS2"
BRD-K67102207,HDAC1
BRD-K73381542,"ADRA1A, ADRA1B, ADRA1D"
BRD-K42371134,
BRD-K74193284,
BRD-K33422401,
BRD-A65683612,
BRD-K55930204,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"
BRD-K44400149,TP53
BRD-K15563106,"AQP9, CLCN3, SLC23A1"
BRD-K73756878,"SLC5A1, SLC5A11, SLC5A2, SLC5A3"
BRD-K00405906,
BRD-K74558903,AHR
BRD-A10131665,
BRD-K07460388,"GABRA1, GABRB2, GABRG2"
BRD-K59745944,"AKT2, PDPK1"
BRD-K77115421,
BRD-K64659768,
BRD-K76568384,ESR2
BRD-K25650355,"ACHE, BCHE"
BRD-K76661572,"BGLAP, GGCX"
BRD-K05048137,
BRD-K67868012,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC"
BRD-K97365803,
BRD-K17026858,
BRD-K02750403,"HTR2B, HTR4"
BRD-A71765060,ATP4A
BRD-K91509126,"ATP5A1, ATP5B, ATP5C1, IRF3"
BRD-K47642186,"PDE4A, PDE4B, PDE4C, PDE4D"
BRD-K68653965,
BRD-K60612034,
BRD-K28492574,
BRD-K67277431,TBXA2R
BRD-A91822151,"GLRA1, GLRA2, GLRA3, GLRB"
BRD-K36461289,"GLRA1, GLRA2, GLRA3, GLRB, HTR3A, HTR3B"
BRD-K57313110,"ADAM28, AMY1A, AMY2A, AMY2B, ANG, CCL8, HCRT, IGLC1, KRTAP5-2, TFF2, VEGFA"
BRD-K44442813,
BRD-K66874953,TP53
BRD-K31792052,TP53
BRD-K96799727,"HSPA1A, TP53"
BRD-K30977212,"PIK3CA, PIK3CB, PIK3CD, PIK3CG"
BRD-K50631926,"PIK3CB, PIK3CD, PIK3CG"
BRD-K49371609,"PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC"
BRD-K29395450,"PI4KB, PIK3C3, PIK3CG"
BRD-K56691760,
BRD-A85548292,
BRD-K49456274,
BRD-K85090592,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
BRD-K83245588,SCN5A
BRD-K48832421,PIM1
BRD-K00003280,
BRD-K83405785,"DRD2, HTR2A"
BRD-K92107055,
BRD-K88090157,
BRD-K01826269,PDE3A
BRD-K00003127,
BRD-A67521319,
BRD-K01292756,"CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2"
BRD-A43882281,"ABCC8, ABCC9"
BRD-K32485706,
BRD-A13175897,CACNA1C
BRD-K90727284,
BRD-A97701745,"ADRB1, ADRB2, HTR1A, HTR2A, HTR2B"
BRD-K95598440,HTR1A
BRD-K87873585,
BRD-K94689771,CYP1B1
